Key,Value
good_ol,85
favorite_spots,84
wanting,84
another_review,84
really_hit,84
great_menu,84
shrimp_cocktail,84
ba_reeba,84
grilled_chicken,84
couple_weeks,84
nice_guy,84
looked_pretty,84
broccoli_rabe,84
very_comfortable,84
southern_hospitality,84
different_dipping,84
little_kick,84
conveniently_located,84
getting,84
order_any,84
head_back,84
favorite_meal,84
hours,84
NUM_seats,84
days_ago,84
lunch_spot,84
price_range,84
wanted_something,84
bacon_sandwich,84
tasted_very,84
damn,84
another_time,84
else,84
very_disappointing,84
super_fast,83
houston,83
sushi_joints,83
ridiculously_good,83
order_everything,83
roasted_peppers,83
bus_boy,83
pretty_delicious,83
arrived,83
mixed_greens,83
tortilla_chips,83
good_music,83
grilled_salmon,83
very_bland,83
deal,83
nearly_NUM,83
cheese_sandwich,82
probably_NUM,82
pepper_sauce,82
words,82
love_french,82
always_nice,82
very_professional,82
ll_admit,82
many_many,82
freshly_made,82
goat_burger,82
goose_island,82
open_tables,82
beef_heart,82
nt_cheap,82
tried_NUM,82
good_deep,82
radical_reuben,82
NUM_pounds,82
monkfish_liver,82
sunday_evening,82
strongly_recommend,82
soft_shell,82
bar_because,82
finally_tried,82
very_average,82
bf_ordered,82
stuffed_peppers,82
diet_coke,82
real_chicago,82
craft_beers,82
felt_rushed,82
full,81
crispy_pork,81
filet_mignon,81
only_ate,81
veggie_burgers,81
woodfired_oyster,81
bad_meal,81
fabulous,81
pretty_high,81
tempura_mashed,81
night_dinner,81
chicken_tenders,81
always_wanted,81
nt_comment,81
nt_drink,81
ken_oringer,81
craving,81
very_creative,81
italian_salad,81
nice_change,80
saving_grace,80
good_italian,80
visited_chicago,80
chicken_breast,80
good_friends,80
pretty_expensive,80
makes_sense,80
cool_vibe,80
red_potatoes,80
day_weekend,80
very_thin,80
chicken_livers,80
tasted_fresh,80
good_because,80
looked_really,80
surprised,80
open,80
moved,80
everyone_seemed,80
drink_selection,80
making_reservations,80
personal_pizza,80
doing_something,80
sweet_tooth,80
sitting_outside,80
fresh_sashimi,80
short,80
large_order,80
every_NUM,80
its_really,80
business_trip,80
big_easy,80
perfect_blend,80
dinner_before,80
peak_times,80
wonderful_service,80
insanely_good,80
felt_very,80
biggest_fan,80
white_rice,79
decor,79
honestly,79
stop_thinking,79
sushi_spot,79
private_room,79
sangria,79
cheese_dog,79
bus_boys,79
loud,79
manchego_cheese,79
blueberry_pancakes,79
outside_seating,79
japanese_restaurant,79
watermelon_pickle,79
de_lait,79
fresh_berries,79
cocktail_sauce,79
dates,79
monday,79
black_pepper,79
very_enjoyable,79
super_cool,79
wife_ordered,78
veal_meatball,78
getting_seated,78
fantastic_service,78
great_music,78
week_night,78
phone_number,78
really_only,78
many_tables,78
food_being,78
enjoyed_every,78
fresh_basil,78
half_full,78
food_makes,78
nt_found,78
very_moist,78
croque_monsieur,78
NUM_lunch,78
lunch_today,78
awesome_service,78
big_portions,78
arugula_salad,78
picky_eater,78
only_imagine,78
good_eats,78
any_good,78
friend_recommended,78
music,78
dozen_times,78
usually_pretty,78
tuna_roll,78
arrived_NUM,78
glad,77
eggplant_parm,77
wine_sangria,77
highly,77
cochon_de,77
great_table,77
nyc,77
lemon_juice,77
great_chicago,77
fed_beef,77
very_crispy,77
tomato_soup,77
paper_cones,77
smaller_portions,77
de_solomillo,77
looked_delicious,77
unique,77
every_week,77
frozen_custard,77
waiting_list,77
raw_onions,77
soul_food,77
nice_flavor,77
good_looking,77
wait_another,76
staff_members,76
great_suggestions,76
time_since,76
home,76
pineapple_upside,76
hit,76
sat,76
tried_several,76
garlic_butter,76
root_beer,76
red_fish,76
really_sweet,76
date_spot,76
brussels_sprout,76
black_olives,76
roast_beef,76
worst_part,76
frites_sauce,76
very_refreshing,76
south_loop,76
popular,76
month,76
good_mix,76
little_sweet,76
highly_suggest,76
pretty_empty,76
enjoyed_everything,76
expecting_something,76
nt_pass,76
very_efficient,76
tomato_bread,76
ve_already,76
full_meal,76
chance,76
food_experience,76
holy_cow,76
pinot_noir,75
great_night,75
very_salty,75
NUM_entrees,75
outstanding,75
japanese_food,75
los,75
vegan_cheese,75
communal_dining,75
margherita_pizza,75
milk_shake,75
NUM_slab,75
great_option,75
smoky_flavor,75
busy_saturday,75
thick_crust,75
paper_towels,75
understand,75
beef_tongue,75
butter_shake,75
huge_line,75
very_noisy,74
order_another,74
crazy_good,74
spots,74
spinach_bread,74
little_different,74
huge_selection,74
NUM_including,74
decent_amount,74
moves_fast,74
beef_carpaccio,74
grocery_store,74
draft_beer,74
nice_ambiance,74
several_people,74
super_sweet,74
pepper_jelly,74
definitely_good,74
extensive_menu,74
bit_expensive,74
dinner_rush,74
nt_normally,74
having_dinner,74
total_bill,74
perfect_spot,74
NUM_inch,74
tuesday,74
incredibly_friendly,74
chipotle_ketchup,74
always_very,74
tiny_little,74
ordering_NUM,74
decently_priced,74
tapas_dishes,74
fresh_herbs,73
found_ourselves,73
jamon_serrano,73
cafeteria_style,73
perfectly_crisp,73
poutine,73
house_red,73
recommend_ordering,73
jambalaya,73
bread_crumbs,73
food_items,73
spanish_omelette,73
cured_meats,73
great_deep,73
small_pieces,73
neighborhood,73
menu_changes,73
sprouts_salad,73
suckling_pig,73
aged_cheddar,73
friend_chicken,73
chai_latte,72
single_dish,72
little_disappointing,72
nt_crazy,72
ve_read,72
slow_cooked,72
heart,72
brick_walls,72
personal_pan,72
early_because,72
grassfed_beef,72
always_love,72
tried_everything,72
great_taste,72
north,72
pretty_large,72
spicy_mayo,72
top_quality,72
ve_visited,72
breakfast_menu,72
tried_many,72
table_because,72
chicken_teriyaki,72
serving_size,72
really_cute,72
very_similar,72
great_start,72
deserves_NUM,72
parathas_burrito,72
time_before,72
nt_judge,72
fifteen_minutes,72
dim_lighting,72
water_glass,72
really_fast,72
maxwell_street,72
totally,72
portillos,72
very_full,72
recommend,72
seated_upstairs,72
ll_wait,72
always_try,72
really_appreciate,72
chicken_strips,72
home_fries,72
amazingly_delicious,72
little_expensive,72
really_amazing,71
chicken_fried,71
caramel_sauce,71
style_seating,71
nt_walk,71
daily_specials,71
fried_calamari,71
left,71
extra_star,71
meat_free,71
chicago_restaurant,71
japanese_sushi,71
incredible,71
green_pepper,71
mainly_because,71
tomato_salad,71
cute,71
drink_list,71
NUM_bites,70
time_having,70
bit_overpriced,70
half_shell,70
hate,70
very_creamy,70
sausage,70
table_service,70
great_restaurants,70
suggest_going,70
feel_welcome,70
long_story,70
pretty_bland,70
pickled_watermelon,70
parking_spot,70
times_during,70
fried_catfish,70
needed_anything,70
carrot_cake,70
delicious_fries,70
finished_eating,70
chocolate_budino,70
seoul,70
entire_menu,70
great_thing,70
good_vibe,70
spicy_bbq,70
feel_bad,70
traditional_japanese,70
tomato_basil,70
recommend_making,70
ve_enjoyed,70
nt_plan,70
pickled_veggies,70
dining_partner,70
bad_night,70
very_kind,70
gave_great,70
before_being,70
entire_thing,70
very_modern,70
great_cocktails,70
rice_pudding,69
belgium_fries,69
salted_caramel,69
fried_pickle,69
simply_because,69
seafood_salad,69
spicy_tomato,69
roasted_potatoes,69
nt_super,69
bonus_points,69
thursday,69
authentic_japanese,69
double_fried,69
goat_bread,69
steak_tacos,69
overall_good,69
black_forest,69
sampler_platter,69
special_menu,69
besh,69
bar_tender,69
free_menu,69
everything_looked,69
only_order,69
needed_something,69
prices,69
garlic_sauce,69
wine_menu,69
crawfish_pie,69
serve_breakfast,69
very_welcoming,68
tapas_menu,68
cheese_bread,68
always_makes,68
left_something,68
super_crispy,68
table_outside,68
curry_sauce,68
sampler_plate,68
lima_beans,68
tuna_tartar,68
bit_crowded,68
every_once,68
food_NUM,68
little_high,68
pizza_crust,68
extra_NUM,68
before_ordering,68
return_visit,68
years_back,68
lived_closer,68
angeles,68
very_easy,68
eat_pizza,68
pork_loin,68
great_italian,68
timely_manner,68
huevos_rancheros,68
james_beard,68
small_restaurant,68
NUM_chicken,68
food_alone,68
left_full,68
carne_asada,68
small_tables,68
solid_food,68
breakfast_burrito,68
south_side,68
love_sushi,68
mango_sauce,68
past_saturday,68
country_fried,68
friday_afternoon,68
bbq_sauces,68
bbq_pork,67
ground_beef,67
met,67
burger_places,67
high_prices,67
pan,67
put,67
ny_style,67
favorite_burger,67
eat_NUM,67
love_bbq,67
super_long,67
datiles_con,67
plan_ahead,67
good_sized,67
waiter_brought,67
favorite_item,67
good_hot,67
ll_leave,67
heaven,67
room_temperature,67
beef_burger,67
nothing_fancy,67
terrible_service,67
weekday_lunch,67
nt_busy,66
wonderful_meal,66
tacos,66
favorite_spot,66
another_dish,66
hidden_gem,66
amish_blue,66
morton_grove,66
really_big,66
chicken_liver,66
try_another,66
story_short,66
drunk_food,66
only_time,66
nice_kick,66
wrong_thing,66
salad,66
favorite_food,66
any_sort,66
arrived_early,66
another_visit,66
sounds_weird,66
good_conversation,66
ranch_dressing,66
donald_link,66
shared_NUM,66
very_juicy,66
love_going,66
coffee_bar,66
pay_attention,66
month_ago,66
food_made,66
pretty_average,66
bar_seating,66
bit_bland,66
nt_hesitate,66
mexican,66
wonderful_food,66
quite_small,66
especially_considering,66
nt_ready,66
quite_large,66
mouth_water,66
specialty_drinks,66
chicken_gravy,66
arrive_early,66
added_bonus,66
once_inside,66
little_early,66
extremely_nice,66
everyone_loved,66
meals,66
waitress_told,66
super_tender,66
hostess_stand,66
another_drink,65
ahi_tuna,65
fried_zucchini,65
meh,65
worst_service,65
NUM_extra,65
fresh_baked,65
bulls_eye,65
de_huesos,65
regular,65
chicagostyle_hot,65
star_reviews,65
downtown_la,65
several_dishes,65
vanilla_gelato,65
chocolate_peanut,65
left_overs,65
entire_restaurant,65
plates,65
meat_eaters,65
nt_charge,65
music_videos,65
shell_crab,65
walk,65
salty_side,64
its_always,64
cheap_wine,64
find_anything,64
order_drinks,64
everyone_knows,64
ritz_crackers,64
cooked_medium,64
woodfired_oysters,64
favorite_sauce,64
definitely_something,64
food_because,64
fresh_tasting,64
find_any,64
john,64
breakfast_places,64
every_meal,64
bar_scene,64
sister,64
waiting_time,64
pretty_easy,64
ve_definitely,64
very_rude,64
nt_break,64
people_working,64
food_before,64
its_definitely,64
NUM_ppl,64
romantic_dinner,64
con_membrillo,64
gotta_try,64
white_sauce,64
real_good,64
nothing_bad,64
perfectly_poached,64
beer_menu,64
different_times,64
another_round,64
attentive_staff,64
definitely_made,64
another_thing,64
really_happy,64
2nd_time,64
another_person,64
really_awesome,64
simply_delicious,64
hour_long,64
menu_looked,64
finally_found,64
extremely_helpful,64
eat_dinner,64
tastes_great,64
very_satisfying,64
really_nothing,64
irving_park,64
good_taste,64
expensive_side,64
bacon_cheeseburger,63
goto,63
great_customer,63
cheese_platter,63
brie_cheese,63
quick_lunch,63
summer,63
barbecue_sauce,63
lunch_hours,63
aged_cheese,63
meat_dishes,63
gourmet_burger,63
jumbo_hot,63
dined,63
chicago_staple,63
lamb_ribs,63
nice_meal,63
pork_tacos,63
wine_bar,63
smoke_flavor,63
downstairs_bar,63
bite,63
sport_peppers,63
super_attentive,63
large_fries,63
skin_salad,63
burnt_crust,63
crispy_chicken,63
chili_dog,63
eye_contact,63
beef_teriyaki,63
rabbit_salad,62
definitely_hit,62
food_does,62
incredibly_delicious,62
black_eyed,62
special_trip,62
love_pizza,62
trendy,62
blue_line,62
great_bar,62
seasoned_perfectly,62
fried_rabbit,62
very_polite,62
heading_back,62
yesterday,62
ricotta_cheese,62
sassy,62
wait_because,62
very_impressive,62
NUM_bottles,62
super_loud,62
interior_design,62
pizza_takes,62
seated_outside,62
waiter_told,62
food_served,62
apple_pie,62
romantic_date,62
parmesan_cheese,62
ink_spaghetti,62
san_diego,62
chicken_wing,62
feed_NUM,62
low_key,62
chopped_onions,62
seeing,62
bar_stools,62
little_cramped,62
before_tip,62
crunchy,62
before_coming,62
lamb_shank,62
NUM_before,62
really_flavorful,62
NUM_beers,62
order_before,62
taste_any,62
crab_stuffed,62
moves_quickly,62
lunch_sashimi,62
long_table,62
immediately_seated,62
nice_wine,62
bourbon_street,62
forest_ham,62
sassy_seoul,62
duck_drumettes,62
any_sauce,61
vegan_options,61
carmelized_cheese,61
sushigen,61
especial_sauce,61
ate_half,61
polish_sausage,61
minute,61
giving_NUM,61
cafe_ba,61
baked_goods,61
butter_sauce,61
bill_rancic,61
nice_people,61
rib_grilled,61
higher_end,61
alla_vodka,61
good_burgers,61
pretty_cheap,61
fried_goodness,61
barely_any,61
ice_cold,61
highest_quality,60
hours_before,60
squash_dumplings,60
rice_bowl,60
fresh_bread,60
sauces_before,60
server_brought,60
yelpers,60
any_questions,60
warehouse_district,60
hand_cut,60
recommend_sitting,60
NUM_appetizers,60
order_ahead,60
de_cerdo,60
food_options,60
dried_tomato,60
since_moving,60
bar_staff,60
nt_handle,60
authentic_chicago,60
creme_fraiche,60
review_because,60
pulled,60
good_overall,60
eat_everything,60
razor_clams,60
white_chocolate,60
something_similar,60
credit_cards,60
long_tables,60
very_slow,60
always_delicious,60
thursday_evening,60
being_NUM,60
finally_arrived,60
nt_add,60
vegan_restaurant,60
experiences,60
favorite_sauces,60
eat_sushi,60
rave,60
little_weird,60
NUM_liter,60
average_food,60
really_quite,60
authentic_italian,60
worth_coming,60
served_cold,60
its_pretty,60
wine_pairings,60
really_high,60
only_regret,60
solid_choice,60
TRUE,60
tokyo,60
make_sense,60
before_dinner,60
sunny_side,60
chocolate_fondue,60
including_tax,60
gotta_love,60
long_ago,60
another_star,60
always_full,60
good_people,60
barely_hear,60
food_tasted,59
signature_dishes,59
york_city,59
add,59
fry,59
peanut_sauce,59
de_buey,59
wild_mushrooms,59
twenty_minutes,59
bar_food,59
tourist,59
seoul_sensation,59
green_salad,59
little_heavy,59
mustard_mayo,59
miss,59
lines,59
NUM_lbs,59
chorizo_dates,59
tonight,59
olive_tapenade,59
freshest_fish,59
corn_tortillas,59
close,59
choice,59
admit,59
someone,59
cell_phone,59
spicy_food,59
egg_yolk,59
half_wait,58
pet_peeve,58
definitely_eat,58
extensive_wine,58
little_spot,58
order_several,58
return_trip,58
service_industry,58
menu_looks,58
chicagostyle_deep,58
good_start,58
wine_glasses,58
very_picky,58
server_told,58
personal_space,58
restaurant_because,58
full_slab,58
southern_breakfast,58
mussels_vindaloo,58
dipping,58
based_sauce,58
serves,58
dish_places,58
bar_seats,58
great_sauce,58
only_downfall,58
pretty_reasonable,58
delicious_sauce,58
sushi_experience,58
casual,58
very_warm,58
little_strange,58
food_menu,58
kick_ass,58
try_every,58
nice_experience,58
suggest_getting,58
fried_potato,58
sloppy_joe,58
taste_great,58
show,58
people_standing,58
wide_selection,58
beaten_path,58
couple_years,58
blah_blah,58
drink,58
hostess_told,58
maz_asado,58
caf_iberico,58
cheesy_garlic,58
trip_back,58
great_places,58
experience_overall,58
fun_time,58
smallest_size,58
friend_told,58
aioli_sauce,58
really_appreciated,58
bit_noisy,58
couple_blocks,58
pretty_disappointed,58
horseradish_mayo,58
free,57
fleur_de,57
little_extra,57
tiny_table,57
birthday_celebration,57
small_amount,57
expecting,57
salumeria_tasting,57
wine_sauce,57
authentic_sushi,57
great_combination,57
life_changing,57
unique_flavor,57
crinkle_cut,57
food_poisoning,57
mayo,57
gift_card,57
cheap,57
tapas_plates,57
chicken_dish,57
portions,57
thick_slices,57
park,57
baked_oysters,57
scallion_fries,57
dietary_restrictions,57
amazing_flavor,57
back_patio,57
cheese_casserole,57
little_things,57
gulf_oysters,57
very_heavy,57
purple_pig,57
wall,57
real_sushi,57
busy_friday,57
fast,57
hot_tapas,57
pig_ears,57
nt_blown,56
snack,56
entire_plate,56
very_difficult,56
nt_blame,56
wait_forever,56
crunch_french,56
big_chunks,56
tastes_good,56
front_desk,56
famous,56
restaurant_experience,56
friday_morning,56
past_sunday,56
creamy_grits,56
reuben_sandwich,56
bit_long,56
iron_skillet,56
italian_beefs,56
absolutely_wonderful,56
roasted_oysters,56
chicago_food,56
since_its,56
moves_pretty,56
group_ordered,56
being_told,56
friend_suggested,56
good_times,56
only_dish,56
saying_something,56
louisiana_shrimp,56
nice_bar,56
sized_portions,56
week_ago,56
extremely_good,56
waited_another,56
charcuterie_plate,56
actually_liked,56
time_deciding,56
part,56
eat_pork,56
small_bar,56
variety,56
ordered_different,56
NUM_guys,56
seared_tuna,56
missing_something,56
golden_brown,56
super_packed,56
super_small,56
bacon_fries,56
pomme,56
absolutely_incredible,56
grant_park,56
order_dessert,56
roast_chicken,56
sat_night,56
cash_register,56
nt_open,56
fantastic_meal,56
steak_sandwich,56
grilled_pork,56
belgian_style,56
east,56
po_boy,56
many_others,56
ll_start,56
pretty_pricey,56
nt_feeling,56
weekday,55
staff_member,55
sliced_beef,55
little_soggy,55
penne_alla,55
basil_sauce,55
entire_night,55
patatas_alioli,55
duck_breast,55
person,55
french_cuisine,55
brought_back,55
en_cocotte,55
white_bread,55
big_party,55
menu_selection,55
anyone,55
nt_deliver,55
green_onions,55
warm_bread,55
ala_carte,55
polish_dog,55
girlfriends,55
apple_cider,55
lovely,55
pizza_before,55
lunch_deal,55
server_recommended,55
chicago_restaurants,55
freshly_squeezed,55
NUM_degree,54
wooden_tables,54
large_selection,54
york,54
kitchen_staff,54
loud_inside,54
definitely_does,54
classic,54
nt_sound,54
dish_because,54
hot_crab,54
steaming_hot,54
ordered_delivery,54
blue_moon,54
mom,54
jazz,54
absolutely_perfect,54
bar_downstairs,54
before_getting,54
fresh_tomato,54
because_people,54
downtown_area,54
homemade_ricotta,54
quite_busy,54
alfredo_sauce,54
olive_garden,54
anything_bad,54
amazing_meal,54
korean_burrito,54
made_great,54
mine,54
mind,54
roasted_fish,54
veggie,54
everywhere_else,54
tender_meat,54
bring_back,54
NUM_eggs,54
tater_tots,54
nt_pay,54
roasted_eggplant,54
really_helpful,54
beef_hot,54
line_moved,54
NUM_fried,54
little_longer,54
delicious_french,54
plate,54
korean_burger,54
perfect_compliment,54
nothing_wrong,54
every_minute,54
decent_price,54
half_stars,54
very_lively,54
star_experience,54
spanish,54
needs,54
perfect_mix,54
buena_park,54
decent_beer,54
mixed_reviews,54
worth_getting,54
mango_guacamole,54
cherry_tomatoes,54
pricey,54
bit_spicy,54
japanese_restaurants,54
really_unique,54
make_any,54
unique_flavors,54
waitress_brought,54
good_restaurants,54
large_variety,54
gift_certificate,54
smoke_ring,54
little_crowded,54
veggie_options,54
dinner_hours,54
taste_fresh,54
extremely_tasty,54
band_playing,54
love_quartino,54
ll_stick,54
costilla_de,53
food_service,53
yellowtail_collar,53
bad_idea,53
salmon_sashimi,53
dark_meat,53
upstairs_bar,53
seating_arrangements,53
memorial_day,53
hatch_green,53
because_NUM,53
good_coffee,53
dried_tomatoes,53
chi_town,53
celebrate,53
hardly_any,53
truffle_sauce,53
chicken_bowl,53
cab_ride,53
NUM_order,53
eat_outside,53
korean_chicken,53
generous_amount,53
good_places,53
average,53
mouth,53
tuna_belly,53
dinner_experience,53
NUM_sandwich,53
pastor_tacos,53
cream_fries,53
beer,53
wine_glass,53
bit_heavy,53
crispy,53
goat_milk,53
during_prime,53
try_anything,53
people_coming,52
dinner_reservation,52
short_walk,52
sonoma_jack,52
pj_oysters,52
waiter_recommended,52
nt_skip,52
wide_range,52
NUM_desserts,52
green_onion,52
great_flavors,52
hole,52
NUM_total,52
entire_experience,52
find_street,52
looked_very,52
mushroom_pizza,52
freshest_sushi,52
nice_staff,52
green_eggs,52
good_news,52
good_sauce,52
amazing_experience,52
pequods,52
complimentary_bread,52
extremely_busy,52
thin_slices,52
every_weekend,52
tasting,52
literally_NUM,52
quarter,52
brunch_spots,52
great_concept,52
fat_willy,52
started_eating,52
minutes_early,52
holy_shit,52
live_band,52
super_flavorful,52
delicious_pizza,52
ve_actually,52
literally_melts,52
very_cozy,52
approximately_NUM,52
goat_diner,52
standing_outside,52
popular_restaurant,52
bit_soggy,52
big_beef,52
salad_dressing,52
half_empty,52
always_leave,52
always_worth,52
menu_online,52
amazingly_good,52
NUM_burgers,52
local_beers,52
decent_prices,52
con_jamon,52
nt_figure,52
red_peppers,52
perfectly_prepared,52
being_made,52
always_fun,52
extremely_small,52
excellent_meal,52
NUM_kinds,52
very_laid,52
another_day,52
bad_food,52
super_duper,52
dill_lemon,52
cold_beer,52
nt_notice,52
definitely_plan,52
chicken_salad,52
expected,52
only_served,52
once_before,52
bit_odd,52
de_lis,51
huge_disappointment,51
truly,51
sausage_patty,51
au_cheval,51
fried_gator,51
roasted_mushrooms,51
truly_amazing,51
fresh_strawberries,51
slightly_disappointed,51
blood_sausage,51
chicken_thigh,51
asado_de,51
staff_seemed,51
eggs_scrambled,51
every_sauce,51
smoke_daddy,51
started,51
expensive,51
rabbit_dumplings,51
shrimp,51
local_beer,51
great_dish,51
big_bowl,51
establishment,51
food_joint,51
smoque_does,51
blackberry_jam,51
thin,51
pie_crust,51
cream_sandwich,51
wedding,51
yellowfin_tuna,51
stuffed,51
st,50
drowned_sandwich,50
whipped_brandade,50
southern_cooking,50
parking,50
mexican_restaurant,50
spanish_cuisine,50
food_tastes,50
holy_moly,50
bbq_maple,50
different_options,50
please,50
fried_foods,50
bad_taste,50
only_able,50
roasted_hatch,50
idea,50
outstanding_food,50
ordered_food,50
NUM_meals,50
NUM_others,50
stuffed_medjool,50
gooey_cheese,50
fairly_priced,50
make_room,50
horrible_service,50
good_especially,50
simply_put,50
fun_experience,50
nt_fall,50
corn_flake,50
buffalo_sauce,50
crispy_outside,50
crunchy_corn,50
feel_comfortable,50
jack_cheese,50
mango_guac,50
tapas_bars,50
whenever,50
breakfast_foods,50
only_available,50
nt_hate,50
oyster_salad,50
counter_service,50
barbecue,50
tasted_amazing,50
thoroughly_impressed,50
crispy_bacon,50
personal_size,50
list_goes,50
shrimp_ceviche,50
every_piece,50
excellent_wine,50
tuna_melt,50
soul_bowl,50
great_coffee,50
left_hungry,50
years_since,50
especially_during,50
avocado_salad,50
street_food,50
mushroom_sandwich,50
california_roll,50
white_beans,50
good_brunch,50
hot_wings,50
larger_groups,50
nice_crunch,50
raw_bar,50
quite_loud,50
weekday_night,50
metered_parking,50
try_many,50
comes_back,50
bucket_list,50
despite_having,50
little_overwhelming,50
seating_arrangement,50
dine,50
jumbo_wings,50
small_pizza,50
everyone_loves,50
thing_going,50
wait_during,50
egg_benedict,50
beautifully_presented,50
especially_good,50
dough_shake,50
something_sweet,50
only_giving,50
fine,50
roasted_red,50
style_dog,50
guy_fieri,50
