bland,1360.3090985224105
mediocr,1295.7174698304425
rude,1126.644523200881
decent,1059.3400447578042
bad,961.6817692935142
overpr,952.4483489171821
terribl,923.2647816600902
worst,886.6267240379478
averag,880.6763556394734
disappoint,836.0953746908452
meh,822.5145366305233
overr,796.895543440477
hype,759.4438242263574
horribl,709.3042549748862
lack,649.8039186943138
poor,630.3760103138884
expect,612.4898307092732
understand,551.1722576482766
overcook,497.40614006545263
underwhelm,478.56129396564853
dri,464.79570280219167
told,454.5725585690497
fine,442.63794364034123
tasteless,436.4494909279872
guess,409.979757675663
left,383.7634040062401
charg,383.0006421584832
flavorless,370.54569141822725
felt,364.494123270563
rate,361.94959257223917
suppos,358.74390298606164
apolog,356.217191114396
waitress,347.01382017960685
attitud,346.41933623216136
custom,346.14911766775873
impress,334.84120432598917
alright,330.1678580026711
awesom,328.81773524753766
excit,323.82882780479855
disgust,313.4770509488656
wors,312.1557588602618
sad,312.1545777726113
money,307.9217281046466
hostess,293.56727930964354
ined,284.40363026731353
hear,277.5531111570662
aok,271.47045363788715
soggi,263.6222965209979
pay,261.944658741056
receiv,259.8511755004211
undercook,259.2701444897365
waiter,254.25872443989053
point,248.07517640139972
slow,247.9366559103332
thought,246.68901893602302
rave,244.91678262965254
loud,243.86336510906537
wast,240.61638727064746
excel,232.18172635237178
unimpress,230.47258617802464
fantast,230.07724360752042
gross,224.15212691780567
bill,217.63209549941374
blah,214.74645625738552
server,213.88186751183684
manag,212.33329423590305
eh,207.33212513163315
annoy,206.82452521894191
final,204.55745198162268
lacklust,203.33954391612863
bare,202.65308445772527
taco,198.26789271446123
flag,197.95099086535546
salti,196.26663312402636
stale,194.41624527967656
salt,189.14188512201466
subpar,188.96994085199097
unaccept,186.63002443990638
ruin,185.17192676159155
yell,182.5110132418651
empti,181.39890101870952
check,177.4033416344069
desir,175.3065510942104
heaven,174.62748644825902
water,171.67386255142642
greasi,167.58701419855763
confus,164.89807729310462
paid,160.96635889286333
wo,160.87791084419675
overhyp,159.787369950349
insult,158.71648772733784
